img,introduction,title
//img2.chinadaily.com.cn/images/202301/09/63bbbf8da31057c4b4b2f541.jpeg,今日播报内容：民调：三分之二英国人支持举行重入欧盟公投；饮酒驱寒？这可能只是你的错觉；2021年全国农业及相关产业增加值占GDP比重为16.05%。,双语新闻播报（January 9）
//img2.chinadaily.com.cn/images/202301/07/63b919eda31057c4b4b2e0a3.png,近日，中国日报记者在美国纽约街头随机采访一些美国民众，想听听他们是如何看待中国疫情防控的。其中一位生活在纽约市皇后区的安琪女士，对中国抗疫政策大加称赞，并呼吁大家应客观看到中国在应对疫情防控方面的积极成果并学习中国的成功经验。,纽约小姐姐安琪：“全球抗疫中，中国做得最棒！”
//img2.chinadaily.com.cn/images/202301/06/63b7dbafa31057c4b4b2d62f.jpeg,1月4日，深圳市小漠国际物流港正式开通了“小漠港－波斯湾”汽车船班轮航线，215台汽车搭乘汽车滚装船劈波远航，驶向中东。,每日一词∣小漠国际物流港 Xiaomo International Logistics Port
//img2.chinadaily.com.cn/images/202301/06/63b80dd0a31057c4b4b2d820.jpeg,2023年，我国风电装机规模将达到4.3亿千瓦左右、太阳能发电装机规模达到4.9亿千瓦左右。,我国将加快发展绿色能源
//img2.chinadaily.com.cn/images/202301/06/63b7a07ca31057c4b4b2d270.jpeg,Agree是同意，disagree是不同意，那agree to disagree同不同意？这个表达到底该如何使用呢？,Agree to disagree?
//img2.chinadaily.com.cn/images/202301/06/63b779f5a31057c4b4b2cbd3.jpeg,由中国海油投资建造的我国首座深远海浮式风电平台日前完成浮体总装。这标志着全球首座水深超100米、离岸距离超100公里的“双百”海上风电项目建设取得重要进展。,每日一词∣深远海浮式风电平台 deep-sea floating wind power platform
//img2.chinadaily.com.cn/images/202301/05/63b67e2fa31057c4b4b2c50d.jpeg,今日播报内容：《2023年春节联欢晚会》组织首次彩排；每逢佳节胖三斤？可能是你肠道的微生物太高效。,双语新闻播报（January 5）
//img2.chinadaily.com.cn/images/202301/05/63b66144a31057c4b4b2c36e.jpeg,这标志着全球首座水深超百米、离岸距离超百公里的“双百”海上风电项目建设取得重要进展。,我国首座深远海浮式风电平台主体完工
//img2.chinadaily.com.cn/images/202301/05/63b64dc4a31057c4b4b2c2b9.jpeg,“Ask（问）”、“see（看见）”、“say（说）”是生活中常用的单词，但在正式场合中，可以尝试使用更正式的单词来表达同样的意思。,学习这些词的正式说法
//img2.chinadaily.com.cn/images/202301/04/63b53c82a31057c4b4b2b438.jpeg,截至2022年12月31日，我国最大油气田——中国石油长庆油田全年生产油气当量突破6500万吨，创造了国内油气田年产油气最高纪录。,每日一词∣长庆油田 Changqing oilfield
//img2.chinadaily.com.cn/images/202301/03/63b3f0e7a31057c4b4b2a336.jpeg,今日播报内容：看到可爱萌物就想捏 萌系侵略来咯；助力消费复苏 数字人民币试点再扩围。,双语新闻播报（January 3）
//img2.chinadaily.com.cn/images/202301/03/63b3ee90a31057c4b4b2a2fe.jpeg,2022年12月31日，京雄高速（北京段）工程六环至市界段完工通车。,每日一词∣京雄高速公路 Beijing-Xiongan expressway
//img2.chinadaily.com.cn/images/202301/03/63b3e9efa31057c4b4b2a2af.jpeg,据国家统计局网站消息，经核算，2021年全国农业及相关产业增加值为184419亿元，比上年增长10.5%。,2021年全国农业及相关产业增加值占GDP比重为16.05%
//img2.chinadaily.com.cn/images/202212/30/63aeb53fa31057c4b4b278bc.jpeg,这将优化平台企业的政策环境，提高平台企业发展的支持力度，平台企业将迎来新的发展。,数字经济和平台企业的发展将推动经济增长
//img2.chinadaily.com.cn/images/202212/30/63aea890a31057c4b4b2763c.jpeg,国家发展改革委、科技部近日联合印发了《关于进一步完善市场导向的绿色技术创新体系实施方案（2023—2025年）》。,每日一词∣市场导向的绿色技术创新体系 market-oriented green technology innovation system
//img2.chinadaily.com.cn/images/202212/29/63adb90ba31057c4b4b2698d.jpeg,“一本正经”，用以形容态度庄重严肃，郑重其事。有时含讽刺意味。可以翻译为“be poker-faced，solemn， take something seriously”等。,一课译词：一本正经
//img2.chinadaily.com.cn/images/202212/29/63ad5710a31057c4b4b267bd.jpeg,国家知识产权局12月28日发布的报告显示，中国发明专利产业化率近5年稳步提高。,每日一词∣有效发明专利产业化率  industrialization transfer rate of effective patents
//img2.chinadaily.com.cn/images/202212/29/63ad53a8a31057c4b4b267a8.jpeg,为高效统筹疫情防控和经济社会发展，国家移民管理局自2023年1月8日起优化移民管理政策措施。,国家移民管理局：2023年1月8日起有序恢复审批出国旅游护照
//img2.chinadaily.com.cn/images/202212/29/63acdf13a31057c4b4b25cee.png,12月27日15时37分，我国在太原卫星发射中心使用长征四号乙运载火箭，成功将对地观测卫星高分十一号04星发射升空，卫星顺利进入预定轨道。,每日一词∣高分十一号04星 Gaofen-11 04 satellite
//img2.chinadaily.com.cn/images/202212/29/63acd880a31057c4b4b25c7d.jpeg,科学家开发出了一种可以诊断阿尔茨海默病的新型血液测试，英媒报道称，该测试较传统方法更经济，并可更早发现疾病。,英媒：科学家开发出诊断阿尔茨海默病的血液检测法
//img2.chinadaily.com.cn/images/202212/28/63ac1070a31057c4b4b25891.jpeg,“五彩缤纷”，表示颜色繁多，色彩绚丽，十分好看的样子。可以翻译为“a riot of colors，blazing with color，colorful”等。,一课译词：五彩缤纷
//img2.chinadaily.com.cn/images/202212/28/63ac0b8ca31057c4b4b2584b.jpeg,中国上市公司协会26日发布的报告指出，2017年至2021年，我国高端制造业上市公司市值增长显著，营业收入和盈利水平持续增强。,中国高端制造业快速发展
//img2.chinadaily.com.cn/images/202212/28/63abe198a31057c4b4b25376.jpeg,今日播报内容：英国学者：一些英国人正面临“取暖还是吃饭的抉择”；德国极端环保分子袭击圣诞树。,双语新闻播报（December 28）
//img2.chinadaily.com.cn/images/202212/27/63aabc43a31057c4b4b248f5.jpeg,专家表示，随着数字人民币在更多的国内城市和应用场景中使用，数字人民币试点在促进国内消费方面发挥了重要作用，从而进一步促进更多企业使用数字人民币。,助力消费复苏，数字人民币试点再扩围
//img2.chinadaily.com.cn/images/202212/27/63aab410a31057c4b4b248a1.jpeg,在爱国卫生运动开展70周年之际，中共中央总书记、国家主席、中央军委主席习近平作出重要指示强调，要更加有针对性地开展爱国卫生运动，切实保障人民群众生命安全和身体健康。,每日一词∣爱国卫生运动 patriotic health campaigns
//img2.chinadaily.com.cn/images/202212/27/63aab1b5a31057c4b4b2488a.jpeg,12月26日零时起，全国铁路实行2023年一季度列车运行图。此次调图，“轨道上的京津冀”加速形成，进一步助力区域协同发展。,全国铁路实行新的列车运行图
//img2.chinadaily.com.cn/images/202212/27/63aa62e3a31057c4b4b24386.jpeg,Self-own的意思是，一些人无意间做了一些让自己感到尴尬的事，特别是做了些引火烧身的事。,Self-own?
//img2.chinadaily.com.cn/images/202212/27/63aa9b84a31057c4b4b2470d.jpeg,中美关系是世界上最重要的双边关系，中国两国应增强互信，共同应对全球挑战。,美国专家：中美关系亟需恢复互信
//img2.chinadaily.com.cn/images/202212/26/63a9783da31057c4b4b2378c.jpeg,“迫在眉睫”，意思是事情十分紧急，已到眼前。可以翻译为“extremely urgent，imminent”等。,一课译词：迫在眉睫
//img2.chinadaily.com.cn/images/202212/26/63a9744ca31057c4b4b23750.jpeg,今日播报内容：毕马威：英国经济衰退或将持续至明年年底；美国研究：嗅觉味觉减退的新冠感染者或产生更高水平抗体。,双语新闻播报（December 26）
//img2.chinadaily.com.cn/images/202212/26/63a96b0aa31057c4b4b2371e.jpeg,此次发行受到境外投资者广泛欢迎，表明人民币资产对境外投资者有较强吸引力，也反映了全球投资者对中国经济的信心。,全球投资者对中国经济抱有信心
//img2.chinadaily.com.cn/images/202212/23/63a57c00a31057c4b4b21d6e.jpeg,“兴高采烈”，形容兴致勃勃，情绪热烈的样子。可以翻译为“in great delight，be in good (high) spirits，elated”等。,一课译词：兴高采烈
//img2.chinadaily.com.cn/images/202212/23/63a57624a31057c4b4b21d41.jpeg,美国高级经济学家、乔治华盛顿大学经济学副教授阿尔伯特·凯德尔表示，中国经济存在潜力，在政策刺激下，明年有望实现强劲复苏。,美国经济学家：中国经济明年表现将更强劲
//img2.chinadaily.com.cn/images/202212/23/63a56e10a31057c4b4b21ccf.jpeg,《生物多样性公约》第十五次缔约方大会（COP15）第二阶段会议12月19日凌晨通过“昆明-蒙特利尔全球生物多样性框架”。,每日一词∣昆明-蒙特利尔全球生物多样性框架 Kunming-Montreal Global Biodiversity Framework
//img2.chinadaily.com.cn/images/202212/23/63a562fba31057c4b4b21bce.jpeg,美国田纳西州孟菲斯动物园当地时间12月21日宣布，将把旅美大熊猫丫丫和乐乐归还中国，结束20年的租借期。,美国动物园将归还大熊猫丫丫和乐乐
//img2.chinadaily.com.cn/images/202212/23/63a547eba31057c4b4b21941.jpeg,今日播报内容：退行性疾病的新治疗策略灵感来源于菠菜；“水中毒”是怎么回事。,双语新闻播报（December 23）
